,comments,create_time,phone_type,user_id,user_name
62,回复哈喽悠米明天见而且，也有像我这样，没什么家丑的，顶多是因为我爸爸惯孩子我跟他吵架，没啥别的矛盾，婚姻幸不幸福还是取决于自己，觉得不合适了或者这不是我要的，就要赶紧脱离这种生活，妥协只能把自己的幸福一点点磨没了，不过最重要还是要三观合得来，互相尊重互相懂对方，把日子过的有意思,09-20,iPhone 6s,1577621225,妮娜不是纳尼
63,回复又不劳你照料_仙人掌难道要改到像加拿大这样，女方出轨男方还要给赡养费才叫平等？？,09-20,iPhone 6,1677083645,patrick曾要高分PASS
64,回复哈喽悠米明天见其实不是说非得结婚或者非得不婚，我上大学也没谈过几次，基本都是同学介绍然后相处成朋友了我妈因为我个子高怕我将来找不着对象都可着急了。我是不着急的，不过还是毕业一年就结婚了，因为遇到了对的人，婆婆也是非常惯着我，感觉有什么事都是好多人在支持，目前在怀二胎,09-20,iPhone 6s,1577621225,妮娜不是纳尼
65,回复李-有家有孩子也可以追逐理想啊,09-20,iPhone 6s,1577621225,妮娜不是纳尼
66,所有的问题源自一个爱字,09-20,iPhone 6s,6083698473,天什么时候才会塌下来呢
67,回复沙耶味儿奶茶一块牛肉/ ,09-20,iPhone 6,5589869955,举了个栗子再举个可好
68,回复-x我始终相信灵魂伴侣的说法，相信有初恋伴一生的情况，谁都会想拥有，但如果随年龄增长内心已经明白了我不会拥有这样的感情了，世俗的爱情我已不再感兴趣了，那么选择一个人未尝不可。我相信，也羡慕白头偕老的爱情，一见钟情相伴一生的爱情，可是这和我选择孤身一人没有关系。很羡慕和想拥有是两码事。,09-20,iPhone 5s,2168670633,DK-Manx
69,我一直都相信有圆满的爱情，或存在于文学作品里，或存在于历史的故事里，或存在于世界上的某个角落。我从未不相信爱情，可一旦圆满的爱情亦或是爱情与我无关的时候，我相信或者不相信其实已经没有多大意义了。就像每个人都想过自己中奖了之后该怎么花，然而在没有中奖的情况下，这些计划没有任何意义。,09-20,iPhone 5s,2168670633,DK-Manx
70,相信爱情不如相信面包。,09-20,魅蓝 Note3,6090472087,日日日日猫
71,我是不相信的,09-20,iPhone 6s Plus,1278785774,是哟吼
72,怎么说呢，不是所有人都适合结婚，不是所有人都适合为人父母，在自己没有这个能力去承担起一切责任的时候，能做到的就是不去破坏自己和对方两个家庭的幸福，也不是所有人都那么幸运，可以遇到一个能相伴一生的人。,09-20,红米Note4,3720251724,好好笑哦哈哈哈哈
73,回复唯有更努力不负曾放弃说得太好了,09-20,iPhone 7 Plus,6076484702,MyToothHurts
74,郭一刀刀刀,09-20,iPhone,5225675375,我差点就信了的还以为
75,并不是不渴望婚姻不相信爱情，只是没有见过幸福的婚姻生活【电视剧小说或者听人讲的不认识的人的故事都不算】，于是觉得婚姻就像一场豪赌，赢得概率太小，不如自己奋斗，自给自足过上富足充实得生活,09-20,iPhone 7 Plus,2422908074,芝士就是力量___
76,激情有不少……至于你说的那种真爱，就像鬼一样说过的人多见过的人少,09-20,荣耀7i 翻转吧视界,5982582861,TSXU_4020
77,现在 结婚几年 和结婚几十年的一如既往是不一样的。几年的一如既往是正常的，但几十年一如既往且不出轨是少有的。这些相濡以沫要等到几十年到老才知道是不是真正的幸福。,09-20,iPhone 6s Plus,2787698221,吃西瓜的地瓜妹
78,回复黑松的兔尾巴是的！曾经和男生聊天 他们说着买房和养孩子很花钱吧啦吧啦 我说 那不生不就好了 条件反射一张口就是为什么不生 怎么能不生 我就问 为什么一定要生？ 他答不上来 故意反问我那为什么不生？ 我回答 你自己说的 太花钱啊所以不生 我又问那生的理由呢？ 他半天说不出来 吼了一句反正就是要生的 →_→,09-20,iPhone 7,2188391361,若欹
79,因为爱情并不是凭本事就能得到的呀w,09-20,Weibo.intl,5222105805,猫箱観覧者
80,回复ey是啊，我很相信这个啊，但我这么烂，别人是不会跟我发生一段好感情的啊，所以就默默吃粮就好惹,09-20,Android,5729664218,_苍了天了-
81,这种状况大多是因为遇到渣男了，所以大家都恐婚恐育,09-20,iPhone 5s,3896851311,淡雨沫然
82,回复喵星人袭击地球太精辟！送你上去！！！,09-20,iPhone 7,2188391361,若欹
83,相信是相信啊，可是大家表示自己没遇到过也是极正常的，因为稀少才会显得美好问题在于，你不要光想着爱情爱情爱情，而是想好如何把爱情经营成美好的婚姻，能经得起各种大大小小的矛盾考验，这可不是简单的事了。与其说大家不相信爱情，不如说大家看清人性罢了，自己没那么好，对方也没那么傻,09-20,iPhone 6s,3927169208,ShirleyNoo
84,没过完一辈子都不敢说自己拥有，毕竟人生充满了变数,09-20,iPhone 7 Plus,1782692895,MrsChannnnnnnn
85,真爱和幸福美满的家庭是存在的，但是不会发生在我身上，就这样,09-20,Android,1689568747,-西西西西子-
86,回复兔叽耳朵不能揪每个人都会有自己的想法和打算，你选择相夫教子家庭幸福的话大家当然是祝福支持的呀，可世界那么大，总有人愿意一个人生活，大家互相理解一下不好吗,09-20,iPhone,2427835305,请不要回答1993
87,有的，我的家庭，我老公的家庭，都是很美满的，爸爸都特别爱妈妈，我们也从小吃狗粮长大，现在我和我老公的家庭也很幸福,09-20,iPhone 6s,2231337310,小敏pinky
88,回复y/哈哈哈哈哈我去找百度云了！！！,09-20,救急的Android,3163955651,静心尽力生活的linda
89,回复尽省病你真是个变态……,09-20,iPhone SE,1923470551,看到你又胖了我就放心了
90,我们反对的是这坑人的婚姻制度，还有这不让我们女性参加的游戏规则。如果你没有足够的能力和财富，还有清醒的头脑，就进入婚姻，那倒霉的就是自己了。可能会有幸运的人不会遭遇这些，但在这大环境里，你怎么确保自己就是那个幸运的人？,09-20,微博 HTML5 版,5786287994,最爱小十一
91,那我推荐一部剧 （  ）可能会治愈大家的恐婚,09-20,iPhone 6s Plus,3592789083,xhsjsoqnshgehe
92,,09-20,荣耀6,5440070128,渐行渐远的杯具
93,回复晴天_以前没有错！异地时候我自己过的贼鸡儿充实 但我还是想他 想他 想他 想和他在一起 可是我是很独立很自强啊 但是我就是想他 想他 想他 想和他结婚 为什么就要被人,09-20,iPhone 6 Plus,5393064367,超级无敌萌三三
94,回复小明高富帅微博女的污蔑男性已经是政治正确啦,09-20,iPhone 6 Plus,5393064367,超级无敌萌三三
95,回复散到尾调的木质香求虐文！！！,09-20,微博 weibo.com,2689628523,Sdominica
96,回复草莓鸽子蛋想给你一万个赞,09-20,iPhone 6 Plus,5393064367,超级无敌萌三三
97,回复ey这句话在理,09-20,微博 weibo.com,2689628523,Sdominica
98,回复唯有更努力不负曾放弃my嘉敏 喜欢这评论,09-20,iPhone 6 Plus,3810767366,福永吴彦祖
99,可能只是在微博上发泄一下。。。大部分还是向生活妥协,09-20,HUAWEI Mate 8,2300170381,melo出品
100,回复静心尽力生活的/忍不住安利一發 插翅難逃 他和她的貓 汀南絲雨 她的小梨渦 你微笑時很美 我的世界只有他 忽如一夜病嬌來 甜牙齒 夜宴 嗜愛 老板真甜 獻給羅瑟琳的玫瑰 這幾本！！不甜不要錢！甜到你發齁,09-20,iPhone 6s,6169871457,By_Bangieeeee
101,相信爱情，但不觉得自己能遇到。婚姻家庭完全没兴趣不渴望,09-20,OPPO R9s,6064811086,神经病9466
102,我个人而言，虽然我和我男朋友感情很好很稳定，但是我对未来还是不放心的。因为见过太多不美满的婚姻了，加上我自己父母的关系，我总觉得男人到了一定年龄是很大几率会出轨的。但是这种对未来的恐慌并不能让我放弃我和我男朋友这么多年的感情，还是想和自己爱的人试试看啊,09-20,,1864960873,beex3
103,喜不喜欢结婚是个人问题，每个人有每个人的意志。但是微博里那些什么“女生生孩子就是被寄生”“女人生孩子就是男性的奴隶”这种脑残博主发的文希望大家能带智商看。,09-20,小米Max,5583794106,魔法少年森近
104,我一直相信，最终嫁给爱情。现在怀孕个月，我也怕疼，验血每次都要哭的人，但当医生把检验报告单拿给我看，告诉我有一个小婴儿在我的肚子里慢慢长大，那一瞬间的心理转变是我未曾预料到的，我突然变得无比勇敢，也在那一刻决定能顺产就顺产，我不是为谁结婚，也不是为谁怀孕，只是因为我觉得幸福而已,09-20,微博 weibo.com,2673974813,麻麻我要嫁给那个蓝孩纸0
105,回复婧雯今天长到一米八了吗,09-20,iPhone 6,1632307130,唯有更努力不负曾放弃_VimiJanus
106,回复三啊月啊阿啊珂哈哈哈哈哈,09-20,iPhone 6,1632307130,唯有更努力不负曾放弃_VimiJanus
107,回复唯有更努力不负曾放弃居然不能转载  超字数 哭,09-20,买Nokia送iPhone 6 Plus,2650155101,婧雯今天长到一米八了吗
108,重点不是别人怎么想，而是你自己怎么想，只要你自己坚信就好了，没必要随波逐流,09-20,Weibo.intl,2415163460,蛋黄加溏心
109,其实要结婚的不都是忍不了寂寞的人...这么说挺偏激的。很多人结婚都是因为想要和喜欢的人在一起啊，当这些人没有喜欢的人的时候，他们也是坚强与独立的,09-20,微博 weibo.com,5506077569,張慕-三口雨巫
110,有些人追逐的梦想就是美满的爱情和婚姻作为归宿呢，这句话的确不适用于所有人😂,09-20,微博 weibo.com,5506077569,張慕-三口雨巫
111,个人观点不同而已不要在意别人怎么想，每个人都有每个人的经历和成长环境，自己想咋过就咋过，大路朝天，各走一边。,09-20,荣耀8 美得与众不同,2091304647,倒立的易拉罐
112,我相信有真爱也相信有人能遇到，但那个人不是我啊,09-20,iPhone 7,1767016624,饼饼饼饼-
113,您说的太对了,09-20,微博 weibo.com,5506077569,張慕-三口雨巫
114,那你留什么学？机会给其他女生好吗？你还记得江歌吗？自己去生宝宝吧，看着烦,09-20,iPhone 7,1630501614,混油707
115,你结你的婚与我无关，我们日常恐婚打卡与你们也无关，如果你真的相信爱情会因为我们恐婚的几句话而害怕吗？那说明你也没自信。一句话你怎么开心就怎么就行。,09-20,iPhone,1625174244,努力吃肉的饭团子
116,回复橙刺v飲茶所長 不想跟智障交流，只要指出一点问题，男女不公平，就总有你这种人说“肯定是现实中不幸福，没人疼爱” 我的妈，你这种认知，能交流什么？我现实在深圳有套房子，学业上该考的证都考了，相貌上至少端正，男朋友很尊重女性且名校毕业，问问你自己，谁可怜？还拉黑？真w,09-20,iPhone 7,6146622354,再见李鑫琳
117,回复荧荧酱说得好。前面几条评论，一边说主不要把自己的想法强加给其他人，一边又说自己的朋友圈都是吐槽婚姻生活，婚姻幸福都是给外人看的...这不是双标吗,09-20,Samsung Galaxy S8,1765678322,toujiejie
118,哎，有多少爱情能经历几十年后还如初？ 与其说是因为结婚后种种原因仔分开，还不如我一个人过得自在,09-20,iPhone 7 Plus,2163951464,蟹蟹蟹蟹不客气
119,回复ey,09-20,荣耀8 美得与众不同,3865820131,饼猫精
120,我凭本事一个人过得好又为什么要把生活的一半交给别人,09-20,华为P9手机摄影再突破,5836921674,春风十里谨防感冒流行就用感冒灵
121,别人怎么想怎么做关你屁事，你怎么想关别人屁事，自己做自己的事难道一定要比个高下？？？,09-20,iPhone 6 Plus,5758899462,无关紧要的一个小号
122,回复橙刺v哈哈哈笑死我了 你好搞笑哦 这就是你跟别人交流的态度？怪不得在这抱怨哦,09-20,iPhone 6,1793993331,飲茶所長
123,男女之间，互相嫌弃又互相纠缠,09-20,够快才畅快vivo X6S,1749931031,_贤泽_
124,回复飲茶所長笑死我了 继续保持你这样的想法 别回我了 谢谢,09-20,iPhone 7,6146622354,再见李鑫琳
125,回复奶茶少年营业中是我本人，国外上学一个人住，每个人都问我想不想家寂不寂寞。其实我是爽到毕业之后都不舍得回来，说出来都怕被别人打,09-20,,1948056603,就是那个胖大海
126,乳臭未干菌 其实……想啊，只是得不到那么好的还不如不要,09-20,iPhone 6s,2010917971,闷球
127,看这姑娘说的这话也就知道是个不谙世事的小姑娘了，太天真了。我有希望共度余生的人，也深知这个社会对女性的不公平。既不会因为有了理想的对象存在对现实幻想，也不会因为社会的不公有被害妄想。只有自己脚踏实地尽力生活，仅此而已。,09-20,iPhone 6,1790150395,别酱_N2勉强中
128,回复羡慕自己为什么这么可爱吖刚才那个抑郁症的都比这个让我感动。。,09-20,iPhone 6s Plus,5409090039,不完美万妹
129,回复橙刺v有这个发牢骚的时间不如去提升自己，在网络上喷护吊无非是你现实不受人尊重无人疼爱，希望可以多从主观因素出发，最后希望生活幸福,09-20,iPhone 6,1793993331,飲茶所長
130,回复龙俊亨杀人了再见想跟楼下哪位说一说（不撕），这么容易就被大流影响，或者被别人的观念带偏，那么今天这些想要结婚却被“恐婚恐育”观念所影响的姑娘，明天可能又会因为被兴起的“相信爱情、相信婚姻”去赶趟结婚。结婚与否没有对错之分，生活不容易，我们要有独立思考的能力,09-20,Android,3089690183,小九里_
131,我相信爱情啊，因为我有一个幸福的家庭，爸爸妈妈爷爷奶奶感情都非常好，所以从小都觉得自己以后也会遇到对的人继续这么幸福下去,09-20,HUAWEI P10,5243456980,-小唐姐姐
132,回复羡慕自己为什么这么可爱吖这个文字 一点都没有打动偶 因为偶根本不想和别人生活在一起 太麻烦,09-20,Android,2105348793,心中不恐高
133,你相信你想要坚持的就好，你幸福就是最好的，别人终究是别人！,09-20,iPhone 6,3675694095,飞在天上的xl号东团汪
134,回复飲茶所長男女工作机会不平等，薪酬不平等，甚至男女杀人了刑罚与舆论都不平等，你告诉我这对我造成不了伤害吗？还是在你可怜的认知里只有感情伤害这一种？你要是认为没有上述我所说的情况存在，那就请你别回复我了，不想跟选择性失明的人说话。,09-20,iPhone 7,6146622354,再见李鑫琳
135,回复y/现在的小说，动不动有第三者，太累了,09-20,小米手机4,3075698355,二十四岁了
136,感觉我和主超像想法一样 走的路可能我就是小你几岁的缩小版,09-20,荣耀手机 勇敢做自己,2775066745,twentties
137,回复青玉/我以为大多数是普通一本.或者二本。原来专科这么多吗 我以前觉得像专科像传说一样 然后游戏遇到喷子都说他们专科什么 也许玩游戏男的多吧,09-20,iPhone 7 Plus,2710556475,哆啦迁
138,你要是真的相信有那样的生活就别怕别人的眼光好么，难道你选择了什么非得要别人在旁边放烟花拍手说对啊对啊这才是幸福果然是有真正的爱情呢,09-20,iPhone 7 Plus,5050009812,NAKAMURAFFFF
139,回复橙刺v微博中嘴巴硬的钻b在现实生活中恐怕才没有那么独立自主女强人能赚钱呢 大多是一些高中毕业的女娃子在臆想中高潮一下罢了,09-20,iPhone 7,2565326644,草莓鸽子蛋
140,不想结婚还出毛病了？咋？你还要管我们相不相信爱情？😀,09-20,iPhone,2292669503,就炒鸡懒癌的草莓趴趴球
141,当你把人生目标定在跟另一个有美好感情 你就要做好失望受伤的准备 我觉得一个女生最好的目标就是让自己美到老 独立自由到老 做自己喜欢的爱好 学喜欢的东西 男人 无所谓的 你坐这么多只是为了男人的话 他走了到头来还不是一场空,09-20,iPhone 6s,6128569116,站起来继续考
142,回复对啊  百思不得其解！！,09-20,iPhone 6s,1879705533,Draco_Li
143,回复柊叶的天你也是 都说了不结婚难道你比他们更了解他们想法吗 你这样说就yy了。不是所有人跟你一样说话出尔反尔 没勇气执行自己想做的事。,09-20,iPhone 7 Plus,2710556475,哆啦迁
144,不完美万妹  今天也要好好排位  心中不恐高  岁少女想嫁男神,09-20,vivo智能手机客户端,5818604544,羡慕自己为什么这么可爱吖
145,你喜欢，你渴望的话就去追求就好了呀，何必在意别人是不是恐婚恐育呢？每个人都有自己的想法和主意，你坚持你坚持的就好了,09-20,iPhone 6s Plus,3126195665,sevgilibaby
146,我从来不觉得“女性独立不结婚不要孩子”，只是圆满的爱情是一件可遇不可求的事啊～姑娘为了未来那个人努力，是非常好的事，希望我们都能遇见自己心目中的那个人吧。,09-20,iPhone 7,2419553974,月畔瑶琴--落花人独立
147,回复ey是这样的，我相信，只是不相信自己有这个幸运能遇见,09-20,微博 weibo.com,5850386956,Vickyvickysss
148,我相信，用心去判断，曾经的男朋友很渣，现在的男朋友真的很爱我对我很好，虽然我不保证他以后会不会还这么爱我，但是他的诚实善良，温柔体贴，他的所有的优秀品质，足以让我陪他走过这漫漫人生路，都要用心去体会的,09-20,iPhone 6,5225699248,活捉一只野生周敏
149,回复橙刺v你想当女强人 那男权给你造不成什么伤害吧 在这人屌权我以为你被谁欺负了呢,09-20,iPhone 6,1793993331,飲茶所長
150,女强人是凭借自身努力能挣来的，圆满的爱情一半在人家手上呢。 ,09-20,iPhone 7,3899533868,Hello_混蛋
151,为评论点赞,09-20,银桑媳妇的iPhone 6s,1804067890,三啊月啊阿啊珂
152,回复橙刺v哈哈哈大实话,09-20,iPhone 7 Plus,2710556475,哆啦迁
153,回复飲茶所長果然每个人的人生目标与意义都是不一样的 某些人的人生全部意义就在于找一个男人找一个女人生孩子 有点可怜,09-20,iPhone 7,6146622354,再见李鑫琳
154,回复唯有更努力不负曾放弃糊小璇 想转发，可是字太多,09-20,银桑媳妇的iPhone 6s,1804067890,三啊月啊阿啊珂
155,别人如何说是一回事 生活还是自己的啊,09-20,iPhone 6,1561644197,山哥_爱泉州
156,回复y/有可能我是但我改变不了吧 所以我就放弃找了。,09-20,iPhone 7 Plus,2710556475,哆啦迁
157,我恐婚恐孕，身边的亲戚朋友很多出轨，因为孩子不离婚，这样的婚姻只能说名存实亡，会谈恋爱，但是对结婚不抱希望。很难想象以后和一个人从陌生到熟悉最后变成亲人生活在一起。想到以后有了孩子可能就要放弃工作放弃自己原来的生活，就觉得很怕。遇到和相信是分开的，热评一针见血。,09-20,大头少女的iPhone 6s,2215596141,A呀陳大头-
158,不恐,09-20,Android,5607154460,单眼皮儿的77
159,回复橙刺v希望你有人爱吧,09-20,iPhone 6,1793993331,飲茶所長
160,有稳定到能结婚的男朋友 但是还是害怕结婚 抗拒结婚,09-20,喵喵星iPhone 6 Plus,1797192547,Faye飞啊飞
161,回复飲茶所長我的妈 笑死我了 哈哈哈哈哈哈哈 以前还会想怼 现在看到你这种我只想笑,09-20,iPhone 7,6146622354,再见李鑫琳
